"","Jasonia_glutinosa","Aetheorhiza_bulbosa","Helichrysum_stoechas","Filago_fuscescens","Bombycilaena_erecta","Filago_gallica","Phagnalon_saxatile","Phagnalon_rupestre","Dittrichia_viscosa","Pallenis_spinosa","Pallenis_maritima","Artemisia_campestris","Santolina_chamaecyparissus","Calendula_arvensis","Crepis_vesicaria","Leontodon_saxatilis_subsp._rothii","Hypochaeris_radicata","Urospermum_picroides","Sonchus_asper","Sonchus_tenerrimus","Launaea_fragilis","Launaea_arborescens","Reichardia_tingitana","Scorzonera_sp","Centaurea_melitensis","Carduus_tenuiflorus","Atractylis_cancellata","Foeniculum_vulgare","Pseudorlaya_pumila","Distichoselinum_tenuifolium","Thapsia_sp","Thapsia_villosa","Torilis_nodosa","Bupleurum_fruticescens","Eryngium_campestre","Cephalaria_leucantha","Lomelosia_stellata","Thymus_moroderi","Thymus_hyemalis","Thymus_vulgaris","Rosmarinus_officinalis","Lavandula_latifolia","Lavandula_dentata","Lavandula_multifida","Teucrium_libanitis","Teucrium_carolipaui","Teucrium_carthaginense","Teucrium_capitatum","Teucrium_pseudochamaepitys","Ballota_hirsuta","Phlomis_lychnitis","Sideritis_incana","Sideritis_angustifolia","Bellardia_trixago","Orobanche_sp","Plantago_albicans","Plantago_bellardii","Plantago_afra","Globularia_alypum","Linaria_arvensis","Misopates_orontium","Olea_europaea","Echium_creticum","Lithodora_fruticosa","Valantia_hispida","Asperula_aristata","Rubia_peregrina","Periploca_laevigata_subsp._angustifolia","Centaurium_quadrifolium","Blackstonia_perfoliata","Solanum_americanum","Withania_frutescens","Convolvulus_lanuginosus","Convolvulus_althaeoides","Erica_multiflora","Lysimachia_linum-stellatum","Anagallis_arvensis","Coris_monspeliensis","Mesembryanthemum_nodiflorum","Silene_secundiflora","Silene_inaperta","Dianthus_sp","Gypsophila_struthium","Spergularia_rubra","Polycarpon_tetraphyllum","Paronychia_suffruticosa","Paronychia_argentea","Herniaria_fruticosa","Salsola_oppositifolia","Salsola_genistoides","Salsola_kali","Halogeton_sativus","Atriplex_semibaccata","Atriplex_halimus","Rumex_bucephalophorus","Limonium_sp","Limonium_carthaginense","Limonium_echioides","Limonium_cossonianum","Tamarix_canariensis","Thesium_humifusum","Osyris_lanceolata","Medicago_minima","Ononis_tridentata","Astragalus_sp","Astragalus_sesameus","Onobrychis_sp","Lotus_edulis","Dorycnium_pentaphyllum","Anthyllis_cytisoides","Anthyllis_terniflora","Coronilla_minima","Bituminaria_bituminosa","Ulex_parviflorus","Polygala_rupestris","Sanguisorba_minor","Rhamnus_lycioides","Rhamnus_alaternus","Quercus_coccifera","Viola_arborescens","Euphorbia_terracina","Euphorbia_exigua","Euphorbia_falcata","Mercurialis_annua","Linum_strictum","Gymnosporia_senegalensis","Zygophyllum_fabago","Fagonia_cretica","Erucastrum_virgatum","Diplotaxis_harra","Moricandia_arvensis","Carrichtera_annua","Matthiola_fruticulosa","Lobularia_maritima","Reseda_stricta","Reseda_phyteuma","Fumana_laevipes","Fumana_hispidula","Fumana_ericoides","Fumana_thymifolia","Cistus_albidus","Cistus_monspeliensis","Cistus_clusii","Helianthemum_violaceum","Helianthemum_squamatum","Helianthemum_cinereum","Helianthemum_syriacum","Daphne_gnidium","Thymelaea_hirsuta","Thymelaea_tinctoria","Ruta_angustifolia","Haplophyllum_rosmarinifolium","Pistacia_lentiscus","Erodium_malacoides","Erodium_cicutarium","Sedum_sediforme","Serapias_parviflora","Asparagus_albus","Asparagus_acutifolius","Asparagus_horridus","Dipcadi_serotinum","Lapiedra_martinezii","Asphodelus_fistulosus","Hyparrhenia_hirta","Cynodon_dactylon","Phragmites_australis","Vulpia_myuros","Psilurus_incurvus","Dactylis_glomerata","Lamarckia_aurea","Rostraria_cristata","Avena_barbata","Bromus_fasciculatus","Bromus_diandrus","Brachypodium_retusum","Brachypodium_phoenicoides","Brachypodium_distachyon","Stipa_offneri","Piptatherum_miliaceum","Stipa_parviflora","Stipa_capensis","Stipa_tenacissima","Lygeum_spartum","Carex_humilis","Juncus_acutus","Chamaerops_humilis","Juniperus_phoenicea","Juniperus_oxycedrus","Tetraclinis_articulata","Pinus_halepensis","Ephedra_fragilis"
"Osyris_lanceolata",242.769329,242.769329,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.769329,242.76933,242.76933,242.769329,242.76933,242.76933,242.76933,242.76933,242.769329,242.769329,242.76933,242.769329,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.769329,242.76933,242.76933,242.76933,242.76933,242.76933,242.769329,242.769329,242.769329,242.76933,242.76933,242.769329,242.769329,242.76933,242.769329,242.769329,242.769329,242.76933,242.76933,242.769329,242.769329,242.769329,242.76933,242.76933,242.769329,242.76933,242.76933,242.76933,242.76933,242.769329,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.769329,242.769329,242.76933,242.76933,242.76933,242.76933,242.76933,242.76933,242.769329,242.76933,242.76933,242.76933,242.769329,242.76933,242.769329,242.769329,242.76933,242.76933,242.769329,242.769329,242.769329,242.769329,242.76933,242.76933,242.76933,242.76933,242.76933,242.769329,242.769329,242.769329,242.76933,242.76933,242.769329,154.901887,0,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.4684739998,247.4684739998,247.4684739998,247.4684739998,247.468474,247.468474,247.468474,247.468474,247.4684740003,247.4684740003,247.468474,247.4684740003,247.4684740003,247.4684740003,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Medicago_minima",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,0,32.975161,64.5197170000001,64.5197170000001,64.519717,98.853042,98.853042,98.853041,98.853042,98.853042,115.262984,128.431851,192.149825,225.402392,225.402392,225.402392,225.402392,231.57113,231.5711299998,231.5711299998,231.5711299998,231.5711299998,231.57113,231.57113,233.621788,233.621788,237.1572080003,237.1572080003,237.157208,237.1572080003,237.1572080003,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Ononis_tridentata",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,32.975161,0,64.5197160000001,64.5197160000001,64.519716,98.853041,98.853041,98.8530400000001,98.853041,98.853041,115.262983,128.43185,192.149824,225.402391,225.402391,225.402391,225.402391,231.571129,231.5711289998,231.5711289998,231.5711289998,231.5711289998,231.571129,231.571129,233.621787,233.621787,237.1572070003,237.1572070003,237.157207,237.1572070003,237.1572070003,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Astragalus_sp",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,64.5197170000001,64.5197160000001,0,20.4172320000001,57.3085660000001,98.853041,98.8530410000001,98.8530400000001,98.8530410000001,98.8530410000001,115.262983,128.43185,192.149824,225.402391,225.402391,225.402391,225.402391,231.571129,231.5711289998,231.5711289998,231.5711289998,231.5711289998,231.571129,231.571129,233.621787,233.621787,237.1572070003,237.1572070003,237.157207,237.1572070003,237.1572070003,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Astragalus_sesameus",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,64.5197170000001,64.5197160000001,20.4172320000001,0,57.3085660000001,98.853041,98.8530410000001,98.8530400000001,98.8530410000001,98.8530410000001,115.262983,128.43185,192.149824,225.402391,225.402391,225.402391,225.402391,231.571129,231.5711289998,231.5711289998,231.5711289998,231.5711289998,231.571129,231.571129,233.621787,233.621787,237.1572070003,237.1572070003,237.157207,237.1572070003,237.1572070003,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Onobrychis_sp",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,64.519717,64.519716,57.3085660000001,57.3085660000001,0,98.853041,98.853041,98.85304,98.853041,98.853041,115.262983,128.43185,192.149824,225.402391,225.402391,225.402391,225.402391,231.571129,231.5711289998,231.5711289998,231.5711289998,231.5711289998,231.571129,231.571129,233.621787,233.621787,237.1572070003,237.1572070003,237.157207,237.1572070003,237.1572070003,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Lotus_edulis",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,98.853042,98.853041,98.853041,98.853041,98.853041,0,37.985316,37.985315,37.985316,46.50304,115.262984,128.431851,192.149825,225.402392,225.402392,225.402392,225.402392,231.57113,231.5711299998,231.5711299998,231.5711299998,231.5711299998,231.57113,231.57113,233.621788,233.621788,237.1572080003,237.1572080003,237.157208,237.1572080003,237.1572080003,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Dorycnium_pentaphyllum",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,98.853042,98.853041,98.8530410000001,98.8530410000001,98.853041,37.985316,0,35.579539,35.57954,46.50304,115.262984,128.431851,192.149825,225.402392,225.402392,225.402392,225.402392,231.57113,231.5711299998,231.5711299998,231.5711299998,231.5711299998,231.57113,231.57113,233.621788,233.621788,237.1572080003,237.1572080003,237.157208,237.1572080003,237.1572080003,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Anthyllis_cytisoides",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,98.853041,98.8530400000001,98.8530400000001,98.8530400000001,98.85304,37.985315,35.579539,0,13.257629,46.503039,115.262983,128.43185,192.149824,225.402391,225.402391,225.402391,225.402391,231.571129,231.5711289998,231.5711289998,231.5711289998,231.5711289998,231.571129,231.571129,233.621787,233.621787,237.1572070003,237.1572070003,237.157207,237.1572070003,237.1572070003,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Anthyllis_terniflora",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,98.853042,98.853041,98.8530410000001,98.8530410000001,98.853041,37.985316,35.57954,13.257629,0,46.50304,115.262984,128.431851,192.149825,225.402392,225.402392,225.402392,225.402392,231.57113,231.5711299998,231.5711299998,231.5711299998,231.5711299998,231.57113,231.57113,233.621788,233.621788,237.1572080003,237.1572080003,237.157208,237.1572080003,237.1572080003,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Coronilla_minima",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,98.853042,98.853041,98.8530410000001,98.8530410000001,98.853041,46.50304,46.50304,46.503039,46.50304,0,115.262984,128.431851,192.149825,225.402392,225.402392,225.402392,225.402392,231.57113,231.5711299998,231.5711299998,231.5711299998,231.5711299998,231.57113,231.57113,233.621788,233.621788,237.1572080003,237.1572080003,237.157208,237.1572080003,237.1572080003,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Bituminaria_bituminosa",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,115.262984,115.262983,115.262983,115.262983,115.262983,115.262984,115.262984,115.262983,115.262984,115.262984,0,128.431851,192.149825,225.402392,225.402392,225.402392,225.402392,231.57113,231.5711299998,231.5711299998,231.5711299998,231.5711299998,231.57113,231.57113,233.621788,233.621788,237.1572080003,237.1572080003,237.157208,237.1572080003,237.1572080003,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
