"","Jasonia_glutinosa","Helichrysum_stoechas","Bombycilaena_erecta","Phagnalon_saxatile","Phagnalon_rupestre","Artemisia_campestris","Santolina_chamaecyparissus","Launaea_fragilis","Scorzonera_sp","Atractylis_cancellata","Thapsia_sp","Bupleurum_fruticescens","Eryngium_campestre","Lomelosia_stellata","Thymus_moroderi","Thymus_vulgaris","Rosmarinus_officinalis","Lavandula_latifolia","Teucrium_libanitis","Teucrium_carolipaui","Teucrium_capitatum","Teucrium_pseudochamaepitys","Phlomis_lychnitis","Sideritis_incana","Sideritis_angustifolia","Orobanche_sp","Ruelia_hirsutoglandulosa","Ruellia_lutea","Justicia_mexicana","Lippia_graveolens","Lantana_achyranthifolia","Plantago_albicans","Globularia_alypum","Olea_europaea","Lithodora_fruticosa","Asperula_aristata","Rubia_peregrina","Ipomoea_sp","Convolvulus_lanuginosus","Erica_multiflora","Coris_monspeliensis","Neobuxbaumia_mezcalaensis","Opuntia_decumbens","Dianthus_sp","Gypsophila_struthium","Paronychia_suffruticosa","Paronychia_argentea","Herniaria_fruticosa","Salsola_genistoides","Limonium_sp","Thesium_humifusum","Ononis_tridentata","Astragalus_sp","Onobrychis_sp","Dorycnium_pentaphyllum","Anthyllis_cytisoides","Anthyllis_terniflora","Coronilla_minima","Ulex_parviflorus","Aeschynomene_compacta","Calliandra_eriophylla","Polygala_rupestris","Rhamnus_lycioides","Rhamnus_alaternus","Quercus_coccifera","Echinopterys_eglandulosa","Cnidosculus_tehuacanensis","Diplotaxis_harra","Moricandia_arvensis","Matthiola_fruticulosa","Reseda_stricta","Reseda_phyteuma","Hibiscus_elegans","Fumana_thymifolia","Fumana_laevipes","Fumana_ericoides","Fumana_hispidula","Cistus_albidus","Cistus_clusii","Helianthemum_violaceum","Helianthemum_syriacum","Helianthemum_squamatum","Helianthemum_cinereum","Thymelaea_hirsuta","Thymelaea_tinctoria","Ruta_angustifolia","Haplophyllum_rosmarinifolium","Pistacia_lentiscus","Sedum_sediforme","Asparagus_horridus","Yucca_periculosa","Dipcadi_serotinum","Lapiedra_martinezii","Asphodelus_fistulosus","Bouteloua_gracilis","Brachypodium_retusum","Brachypodium_phoenicoides","Stipa_offneri","Stipa_parviflora","Stipa_tenacissima","Lygeum_spartum","Carex_humilis","Hechtia_podantha","Juniperus_phoenicea","Juniperus_oxycedrus","Pinus_halepensis","Ephedra_fragilis"
"Polygala_rupestris",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,192.149824,192.149824,192.149824,192.149825,192.149824,192.149825,192.149825,192.149824,192.149824,192.149825,0,225.402391,225.402391,225.402391,231.571129,231.571128,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Rhamnus_lycioides",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,225.402391,225.402391,225.402391,225.402392,225.402391,225.402392,225.402392,225.402391,225.402391,225.402392,225.402391,0,14.269598,222.296016,231.57113,231.571129,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Rhamnus_alaternus",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,225.402391,225.402391,225.402391,225.402392,225.402391,225.402392,225.402392,225.402391,225.402391,225.402392,225.402391,14.269598,0,222.296016,231.57113,231.571129,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Quercus_coccifera",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,225.402391,225.402391,225.402391,225.402392,225.402391,225.402392,225.402392,225.402391,225.402391,225.402392,225.402391,222.296016,222.296016,0,231.57113,231.571129,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Echinopterys_eglandulosa",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,231.571129,231.571129,231.571129,231.57113,231.571129,231.57113,231.57113,231.571129,231.571129,231.57113,231.571129,231.57113,231.57113,231.57113,0,205.215517,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Cnidosculus_tehuacanensis",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,231.571128,231.571128,231.571128,231.571129,231.571128,231.571129,231.571129,231.571128,231.571128,231.571129,231.571128,231.571129,231.571129,231.571129,205.215517,0,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Diplotaxis_harra",247.4684730003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684730003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684730003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684730003,247.4684730003,237.1572070003,237.1572070003,237.1572070003,237.1572080003,237.1572070003,237.1572080003,237.1572080003,237.1572070003,237.1572070003,237.1572080003,237.1572070003,237.1572080003,237.1572080003,237.1572080003,237.1572080003,237.1572070003,0,45.1484199997,54.604544,118.9514069997,118.9514069997,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062740003,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062740003,185.9062740003,208.5161180003,208.5161180003,208.5161180003,244.8101840003,271.5161300003,271.5161290003,271.5161300003,271.5161300003,271.5161290003,271.5161290003,271.5161300003,271.5161300003,271.5161290003,271.5161300003,271.5161300003,271.5161300003,271.5161290003,271.5161290003,650.1000560003,650.1000560003,650.1000560003,650.1000560003
"Moricandia_arvensis",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,237.157207,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157208,237.157208,237.157207,45.1484199997,0,54.6045439997,118.9514069994,118.9514069994,185.906273,185.906273,185.906273,185.906273,185.906273,185.906273,185.906274,185.906273,185.906273,185.906273,185.906273,185.906274,185.906274,208.516118,208.516118,208.516118,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Matthiola_fruticulosa",247.4684730003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684730003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684730003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684740003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684730003,247.4684740003,247.4684730003,247.4684730003,237.1572070003,237.1572070003,237.1572070003,237.1572080003,237.1572070003,237.1572080003,237.1572080003,237.1572070003,237.1572070003,237.1572080003,237.1572070003,237.1572080003,237.1572080003,237.1572080003,237.1572080003,237.1572070003,54.604544,54.6045439997,0,118.9514069997,118.9514069997,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062740003,185.9062730003,185.9062730003,185.9062730003,185.9062730003,185.9062740003,185.9062740003,208.5161180003,208.5161180003,208.5161180003,244.8101840003,271.5161300003,271.5161290003,271.5161300003,271.5161300003,271.5161290003,271.5161290003,271.5161300003,271.5161300003,271.5161290003,271.5161300003,271.5161300003,271.5161300003,271.5161290003,271.5161290003,650.1000560003,650.1000560003,650.1000560003,650.1000560003
"Reseda_stricta",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,118.9514069997,118.9514069994,118.9514069997,0,23.7527399994,185.906272,185.906272,185.906272,185.906272,185.906272,185.906272,185.906273,185.906272,185.906272,185.906272,185.906272,185.906273,185.906273,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Reseda_phyteuma",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,118.9514069997,118.9514069994,118.9514069997,23.7527399994,0,185.906272,185.906272,185.906272,185.906272,185.906272,185.906272,185.906273,185.906272,185.906272,185.906272,185.906272,185.906273,185.906273,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Hibiscus_elegans",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,0,133.586084,133.586084,133.586084,133.586084,133.586084,133.586085,133.586084,133.586084,133.586084,133.586084,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Fumana_thymifolia",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,0,30.7913930000001,30.7913930000001,30.7913930000001,61.5827860000002,61.5827870000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Fumana_laevipes",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,30.7913930000001,0,30.7913930000001,30.7913930000001,61.5827860000002,61.5827870000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Fumana_ericoides",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,30.7913930000001,30.7913930000001,0,30.7913930000001,61.5827860000002,61.5827870000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Fumana_hispidula",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,30.7913930000001,30.7913930000001,30.7913930000001,0,61.5827860000002,61.5827870000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Cistus_albidus",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,61.5827860000002,61.5827860000002,61.5827860000002,61.5827860000002,0,2.82972700000008,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Cistus_clusii",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,237.157207,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157208,237.157208,237.157207,185.9062740003,185.906274,185.9062740003,185.906273,185.906273,133.586085,61.5827870000001,61.5827870000001,61.5827870000001,61.5827870000001,2.82972700000008,0,61.582787,61.582787,61.582787,61.582787,140.236172,140.236172,208.516118,208.516118,208.516118,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Helianthemum_violaceum",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,0,22.7934200000001,22.7934200000001,22.7934200000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Helianthemum_syriacum",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,22.7934200000001,0,22.7934200000001,22.7934200000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Helianthemum_squamatum",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,22.7934200000001,22.7934200000001,0,22.7934200000001,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Helianthemum_cinereum",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,237.157206,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157206,237.157206,237.157207,237.157206,237.157207,237.157207,237.157207,237.157207,237.157206,185.9062730003,185.906273,185.9062730003,185.906272,185.906272,133.586084,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,22.7934200000001,22.7934200000001,22.7934200000001,0,140.236171,140.236171,208.516117,208.516117,208.516117,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
